order_id,order_date,product_id,warehouse_id,supplier_id,quantity,unit_price,order_status,shipping_method,promised_date,delivery_date
O074444,2026-06-26,P0309,W08,S018,1,54.23,Delivered,Standard,2026-07-04,2026-07-04
O074445,2026-06-26,P0036,W12,S022,2,25.57,Delivered,Standard,2026-07-04,2026-07-03
O074446,2026-06-26,P0292,W03,S011,2,74.04,Delivered,Standard,2026-07-03,2026-07-03
O074447,2026-06-26,P0347,W15,S006,4,240.07,Delivered,Standard,2026-07-02,2026-07-02
O074448,2026-06-26,P0052,W04,S010,3,208.98,Delivered,Same Day,2026-06-27,2026-06-27
O074449,2026-06-26,P0240,W11,S023,2,269.59,Delivered,Standard,2026-07-02,2026-06-30
O074450,2026-06-26,P0104,W15,S039,1,229.29,Delivered,Express,2026-06-29,2026-06-29
O074451,2026-06-26,P0042,W01,S039,2,341.05,Delivered,Standard,2026-07-02,2026-07-02
O074452,2026-06-26,P0089,W06,S025,1,79.58,Delivered,Standard,2026-07-04,2026-07-03
O074453,2026-06-26,P0356,W09,S004,3,146.46,Delivered,Standard,2026-06-30,2026-06-29
O074454,2026-06-26,P0184,W15,S037,2,228.76,Delivered,Same Day,2026-06-27,2026-06-29
O074455,2026-06-26,P0044,W08,S025,3,84.64,Delivered,Standard,2026-07-01,2026-07-01
O074456,2026-06-26,P0019,W07,S013,3,211.02,Delivered,Express,2026-06-30,2026-06-28
O074457,2026-06-26,P0216,W08,S020,2,168.96,Delivered,Express,2026-06-28,2026-06-27
O074458,2026-06-26,P0139,W13,S019,2,357.39,Delivered,Standard,2026-07-02,2026-07-02
O074459,2026-06-26,P0371,W14,S003,1,215.25,Delivered,Standard,2026-07-02,2026-06-30
O074460,2026-06-26,P0244,W15,S035,3,178.54,Delivered,Standard,2026-07-01,2026-07-01
O074461,2026-06-26,P0224,W09,S006,1,304.76,Delivered,Standard,2026-07-04,2026-07-02
O074462,2026-06-26,P0018,W02,S011,4,143.15,Delivered,Standard,2026-07-01,2026-06-29
O074463,2026-06-26,P0234,W04,S036,4,171.91,Delivered,Express,2026-06-28,2026-07-01
O074464,2026-06-26,P0193,W10,S003,1,225.8,Delivered,Standard,2026-07-04,2026-07-02
O074465,2026-06-26,P0126,W15,S020,1,345.18,Delivered,Standard,2026-07-03,2026-07-02
O074466,2026-06-26,P0233,W08,S007,4,250.14,Delivered,Standard,2026-07-04,2026-07-04
O074467,2026-06-26,P0191,W11,S020,2,354.13,Delivered,Standard,2026-07-03,2026-07-01
O074468,2026-06-26,P0345,W09,S030,1,29.36,Delivered,Express,2026-06-29,2026-06-29
O074469,2026-06-26,P0351,W08,S022,1,21.35,Delivered,Same Day,2026-06-27,2026-06-27
O074470,2026-06-26,P0089,W12,S029,5,79.58,Delivered,Express,2026-06-28,2026-06-27
O074471,2026-06-26,P0028,W03,S023,2,78.33,Delivered,Standard,2026-07-04,2026-07-08
O074472,2026-06-26,P0071,W10,S031,4,109.07,Delivered,Standard,2026-07-03,2026-07-08
O074473,2026-06-26,P0236,W12,S031,3,326.7,Delivered,Standard,2026-06-30,2026-06-29
O074474,2026-06-26,P0205,W09,S033,1,210.48,Delivered,Express,2026-06-28,2026-06-27
O074475,2026-06-26,P0221,W04,S020,2,23.61,Delivered,Standard,2026-07-01,2026-07-01
O074476,2026-06-26,P0123,W10,S006,1,240.85,Delivered,Standard,2026-07-01,2026-06-29
O074477,2026-06-26,P0173,W07,S027,2,393.74,Delivered,Express,2026-06-29,2026-06-27
O074478,2026-06-26,P0058,W04,S027,1,243.06,Delivered,Express,2026-06-28,2026-06-27
O074479,2026-06-26,P0221,W13,S035,2,23.61,Returned,Standard,2026-07-03,2026-07-02
O074480,2026-06-26,P0114,W10,S022,4,49.66,Cancelled,Standard,2026-07-02,
O074481,2026-06-26,P0341,W07,S037,3,33.39,Delivered,Standard,2026-07-02,2026-07-06
O074482,2026-06-26,P0125,W11,S023,1,223.61,Delivered,Standard,2026-07-01,2026-07-06
O074483,2026-06-26,P0256,W02,S014,2,107.79,Delivered,Express,2026-06-29,2026-06-29
O074484,2026-06-26,P0284,W01,S006,2,354.88,Delivered,Express,2026-06-29,2026-07-06
O074485,2026-06-26,P0044,W06,S008,6,84.64,Delivered,Same Day,2026-06-27,2026-06-27
O074486,2026-06-26,P0356,W09,S034,4,146.46,Delivered,Standard,2026-07-03,2026-07-03
O074487,2026-06-26,P0195,W09,S002,1,59.63,Delivered,Express,2026-06-28,2026-06-28
O074488,2026-06-26,P0287,W09,S020,1,237.35,Delivered,Standard,2026-06-30,2026-06-28
O074489,2026-06-26,P0117,W03,S030,3,52.73,Returned,Standard,2026-06-30,2026-06-30
O074490,2026-06-26,P0190,W15,S004,3,231.35,Returned,Standard,2026-07-02,2026-06-30
O074491,2026-06-26,P0204,W14,S017,5,259.01,Delivered,Standard,2026-06-30,2026-06-30
O074492,2026-06-26,P0338,W04,S008,4,210.59,Delivered,Standard,2026-07-04,2026-07-02
O074493,2026-06-26,P0379,W08,S004,1,164.45,Delivered,Express,2026-06-29,2026-06-27
O074494,2026-06-26,P0261,W01,S005,1,182.89,Delivered,Express,2026-06-30,2026-06-28
O074495,2026-06-26,P0377,W13,S003,2,174.67,Returned,Standard,2026-07-04,2026-07-11
O074496,2026-06-26,P0194,W03,S013,4,13.28,Delivered,Express,2026-06-29,2026-06-29
O074497,2026-06-26,P0198,W04,S029,5,61.58,Delivered,Standard,2026-07-03,2026-07-03
O074498,2026-06-26,P0241,W14,S032,6,76.34,Delivered,Same Day,2026-06-27,2026-06-27
O074499,2026-06-26,P0206,W05,S002,3,168.38,Delivered,Express,2026-06-28,2026-06-28
O074500,2026-06-26,P0341,W15,S022,3,33.39,Delivered,Same Day,2026-06-27,2026-06-27
O074501,2026-06-26,P0126,W14,S008,4,345.18,Delivered,Standard,2026-06-30,2026-06-28
O074502,2026-06-26,P0096,W15,S032,1,201.74,Delivered,Standard,2026-07-01,2026-06-29
O074503,2026-06-26,P0098,W03,S040,1,168.61,Delivered,Same Day,2026-06-27,2026-06-27
O074504,2026-06-26,P0345,W07,S019,2,29.36,Returned,Express,2026-06-28,2026-06-27
O074505,2026-06-26,P0309,W02,S034,3,54.23,Delivered,Standard,2026-07-03,2026-07-01
O074506,2026-06-26,P0307,W13,S005,3,98.3,Delivered,Standard,2026-07-03,2026-07-01
O074507,2026-06-27,P0315,W02,S034,2,260.04,Delivered,Standard,2026-07-04,2026-07-03
O074508,2026-06-27,P0188,W02,S040,1,242.2,Delivered,Standard,2026-07-05,2026-07-05
O074509,2026-06-27,P0038,W15,S007,2,4.81,Delivered,Standard,2026-07-03,2026-07-01
O074510,2026-06-27,P0292,W04,S039,1,74.04,Delivered,Express,2026-06-29,2026-06-28
O074511,2026-06-27,P0206,W12,S040,3,168.38,Returned,Standard,2026-07-05,2026-07-05
O074512,2026-06-27,P0174,W04,S014,5,235.9,Delivered,Express,2026-07-01,2026-06-29
O074513,2026-06-27,P0379,W08,S021,1,164.45,Delivered,Express,2026-07-01,2026-06-29
O074514,2026-06-27,P0197,W12,S009,4,143.41,Cancelled,Standard,2026-07-03,
O074515,2026-06-27,P0137,W10,S020,1,270.04,Delivered,Express,2026-06-30,2026-06-28
O074516,2026-06-27,P0125,W05,S029,1,223.61,Delivered,Standard,2026-07-02,2026-06-30
O074517,2026-06-27,P0273,W11,S026,4,69.65,Delivered,Standard,2026-07-01,2026-06-29
O074518,2026-06-27,P0083,W06,S015,2,135.0,Delivered,Standard,2026-07-03,2026-07-03
O074519,2026-06-27,P0262,W04,S034,2,261.28,Delivered,Standard,2026-07-03,2026-07-01
O074520,2026-06-27,P0069,W14,S023,3,158.59,Delivered,Express,2026-07-01,2026-06-30
O074521,2026-06-27,P0151,W08,S008,2,89.31,Delivered,Express,2026-06-30,2026-06-30
O074522,2026-06-27,P0149,W07,S037,2,141.62,Delivered,Standard,2026-07-03,2026-07-11
O074523,2026-06-27,P0287,W09,S002,2,237.35,Delivered,Standard,2026-07-01,2026-06-30
O074524,2026-06-27,P0256,W15,S037,1,107.79,Delivered,Unknown,2026-07-04,2026-07-02
O074525,2026-06-27,P0264,W05,S001,1,44.36,Delivered,Express,2026-06-30,2026-06-30
O074526,2026-06-27,P0209,W15,S039,1,32.32,Delivered,Standard,2026-07-05,2026-07-03
O074527,2026-06-27,P0046,W11,S024,2,158.95,Delivered,Express,2026-06-29,2026-06-29
O074528,2026-06-27,P0265,W15,S002,1,254.2,Delivered,Standard,2026-07-02,2026-07-01
O074529,2026-06-27,P0308,W06,S012,6,240.22,Delivered,Standard,2026-07-05,2026-07-13
O074530,2026-06-27,P0221,W01,S033,1,23.61,Delivered,Express,2026-06-29,2026-06-28
O074531,2026-06-27,P0043,W01,S007,1,154.96,Delivered,Standard,2026-07-03,2026-07-02
O074532,2026-06-27,P0237,W10,S037,2,100.89,Delivered,Standard,2026-07-02,2026-07-09
O074533,2026-06-27,P0330,W15,S012,1,163.44,Delivered,Same Day,2026-06-28,2026-06-28
O074534,2026-06-27,P0357,W04,S034,3,309.9,Delivered,Express,2026-07-01,2026-06-29
O074535,2026-06-27,P0124,W01,S015,1,89.13,Delivered,Standard,2026-07-02,2026-07-02
O074536,2026-06-27,P0350,W02,S002,1,88.1,Delivered,Standard,2026-07-03,2026-07-03
O074537,2026-06-27,P0151,W15,S022,4,89.31,Delivered,Standard,2026-07-02,2026-06-30
O074538,2026-06-27,P0178,W07,S005,2,47.95,Delivered,Same Day,2026-06-28,2026-06-28
O074539,2026-06-27,P0097,W14,S010,4,253.45,Delivered,Standard,2026-07-04,2026-07-02
O074540,2026-06-27,P0215,W07,S034,3,26.78,Delivered,Standard,2026-07-03,2026-07-01
O074541,2026-06-27,P0161,W03,S017,2,51.09,Cancelled,Standard,2026-07-04,
O074542,2026-06-27,P0186,W07,S011,2,174.48,Delivered,Standard,2026-07-04,2026-07-04
O074543,2026-06-27,P0248,W01,S018,5,248.33,Delivered,Express,2026-06-30,2026-06-29
O074544,2026-06-27,P0023,W12,S023,1,152.46,Delivered,Standard,2026-07-02,2026-07-03
O074545,2026-06-27,P0389,W11,S003,5,144.38,Delivered,Express,2026-06-30,2026-06-30
O074546,2026-06-27,P0394,W11,S024,4,246.54,Delivered,Standard,2026-07-05,2026-07-03
O074547,2026-06-27,P0117,W04,S017,3,52.73,Returned,Express,2026-06-29,2026-06-29
O074548,2026-06-27,P0087,W01,S038,1,32.8,Delivered,Standard,2026-07-04,2026-07-04
O074549,2026-06-27,P0287,W04,S035,3,237.35,Delivered,Standard,2026-07-04,2026-07-07
O074550,2026-06-27,P0277,W01,S040,6,252.38,Delivered,Express,2026-06-30,2026-06-28
O074551,2026-06-27,P0162,W13,S017,2,104.2,Delivered,Standard,2026-07-03,2026-07-03
O074552,2026-06-27,P0263,W11,S038,2,226.58,Delivered,Standard,2026-07-03,2026-07-01
O074553,2026-06-27,P0294,W07,S022,4,123.34,Delivered,Standard,2026-07-05,2026-07-05
O074554,2026-06-27,P0079,W03,S028,1,175.06,Delivered,Standard,2026-07-02,2026-06-30
O074555,2026-06-27,P0091,W14,S018,5,309.55,Delivered,Standard,2026-07-01,2026-06-29
O074556,2026-06-27,P0329,W03,S009,3,253.87,Delivered,Standard,2026-07-03,2026-07-01
O074557,2026-06-27,P0381,W11,S028,4,246.75,Delivered,Standard,2026-07-04,2026-07-03
O074558,2026-06-27,P0250,W07,S038,3,354.95,Delivered,Express,2026-06-29,2026-06-28
O074559,2026-06-27,P0245,W08,S033,1,18.73,Delivered,Standard,2026-07-02,2026-06-30
O074560,2026-06-27,P0162,W02,S024,1,104.2,Delivered,Standard,2026-07-03,2026-07-01
O074561,2026-06-27,P0064,W13,S033,1,210.26,Delivered,Standard,2026-07-02,2026-07-01
O074562,2026-06-27,P0397,W06,S031,3,348.08,Delivered,Standard,2026-07-01,2026-07-01
O074563,2026-06-27,P0055,W14,S020,6,287.75,Delivered,Standard,2026-07-03,2026-07-01
O074564,2026-06-27,P0165,W11,S033,1,253.11,Delivered,Standard,2026-07-04,2026-07-02
O074565,2026-06-27,P0395,W05,S010,4,252.6,Delivered,Same Day,2026-06-28,2026-06-28
O074566,2026-06-27,P0111,W07,S039,1,202.8,Delivered,Standard,2026-07-01,2026-06-30
O074567,2026-06-27,P0335,W12,S021,2,183.32,Delivered,Express,2026-06-29,2026-06-28
O074568,2026-06-27,P0393,W10,S009,2,111.91,Delivered,Standard,2026-07-02,2026-07-02
O074569,2026-06-27,P0129,W14,S035,1,107.47,Delivered,Express,2026-06-29,2026-07-05
O074570,2026-06-27,P0342,W06,S009,4,132.06,Delivered,Standard,2026-07-05,2026-07-05
O074571,2026-06-27,P0039,W02,S023,3,54.4,Delivered,Standard,2026-07-03,2026-07-03
O074572,2026-06-27,P0237,W05,S029,1,100.89,Delivered,Standard,2026-07-02,2026-07-05
O074573,2026-06-27,P0150,W07,S033,2,35.78,Delivered,Express,2026-07-01,2026-07-01
O074574,2026-06-27,P0016,W08,S011,2,152.36,Delivered,Standard,2026-07-04,2026-07-04
O074575,2026-06-27,P0355,W15,S036,2,215.24,Delivered,Same Day,2026-06-28,2026-06-28
O074576,2026-06-27,P0303,W06,S028,1,195.24,Delivered,Standard,2026-07-02,2026-07-06
O074577,2026-06-27,P0124,W06,S011,2,89.13,Delivered,Express,2026-06-30,2026-07-04
O074578,2026-06-27,P0188,W10,S002,2,242.2,Delivered,Standard,2026-07-04,2026-07-04
O074579,2026-06-27,P0228,W13,S021,1,322.73,Delivered,Standard,2026-07-05,2026-07-05
O074580,2026-06-27,P0030,W12,S027,1,26.48,Delivered,Same Day,2026-06-28,2026-06-28
O074581,2026-06-27,P0351,W03,S025,1,21.35,Delivered,Standard,2026-07-01,2026-07-01
O074582,2026-06-27,P0394,W15,S021,6,246.54,Delivered,Express,2026-06-30,2026-06-29
O074583,2026-06-27,P0064,W03,S007,1,210.26,Delivered,Express,2026-07-01,2026-06-29
O074584,2026-06-27,P0353,W05,S033,1,291.03,Delivered,Standard,2026-07-05,2026-07-05
O074585,2026-06-27,P0093,W03,S032,2,245.25,Delivered,Standard,2026-07-04,2026-07-02
O074586,2026-06-27,P0190,W06,S030,1,231.35,Delivered,Same Day,2026-06-28,2026-06-28
O074587,2026-06-27,P0336,W12,S006,1,220.89,Cancelled,Standard,2026-07-05,
O074588,2026-06-27,P0231,W11,S036,2,78.58,Delivered,Standard,2026-07-04,2026-07-04
O074589,2026-06-27,P0140,W09,S008,2,21.08,Delivered,Standard,2026-07-05,2026-07-05
O074590,2026-06-27,P0307,W06,S038,1,98.3,Delivered,Express,2026-06-30,2026-06-28
O074591,2026-06-27,P0286,W02,S022,7,309.74,Delivered,Standard,2026-07-01,2026-06-30
O074592,2026-06-27,P0256,W09,S027,4,107.79,Delivered,Express,2026-07-01,2026-06-29
O074593,2026-06-27,P0201,W06,S030,3,147.09,Delivered,Standard,2026-07-04,2026-07-04
O074594,2026-06-27,P0065,W03,S008,2,30.26,Delivered,Same Day,2026-06-28,2026-06-28
O074595,2026-06-27,P0040,W08,S036,2,24.9,Delivered,Standard,2026-07-04,2026-07-02
O074596,2026-06-27,P0316,W08,S013,1,170.69,Delivered,Standard,2026-07-04,2026-07-03
O074597,2026-06-27,P0250,W14,S023,7,354.95,Delivered,Standard,2026-07-03,2026-07-03
O074598,2026-06-27,P0340,W05,S025,3,250.93,Cancelled,Same Day,2026-06-28,
O074599,2026-06-27,P0282,W11,S004,3,154.36,Delivered,Express,2026-07-01,2026-07-09
O074600,2026-06-27,P0281,W11,S007,3,302.82,Delivered,Standard,2026-07-03,2026-07-01
O074601,2026-06-27,P0047,W11,S012,4,65.96,Delivered,Express,2026-06-29,2026-06-29
O074602,2026-06-27,P0343,W12,S010,3,98.0,Delivered,Standard,2026-07-01,2026-06-29
O074603,2026-06-27,P0173,W02,S031,3,393.74,Delivered,Standard,2026-07-03,2026-07-02
O074604,2026-06-27,P0260,W09,S005,1,277.6,Delivered,Standard,2026-07-01,2026-06-29
O074605,2026-06-27,P0160,W07,S040,3,224.78,Delivered,Standard,2026-07-01,2026-07-08
O074606,2026-06-27,P0158,W08,S030,3,234.31,Delivered,Express,2026-06-30,2026-06-28
O074607,2026-06-27,P0103,W03,S001,2,36.67,Delivered,Express,2026-07-01,2026-06-29
O074608,2026-06-27,P0372,W02,S008,2,361.1,Delivered,Standard,2026-07-05,2026-07-05
O074609,2026-06-27,P0109,W11,S003,1,102.8,Delivered,Same Day,2026-06-28,2026-06-28
O074610,2026-06-27,P0157,W07,S034,4,250.69,Delivered,Standard,2026-07-04,2026-07-07
O074611,2026-06-27,P0320,W15,S003,3,195.89,Delivered,Standard,2026-07-03,2026-07-01
O074612,2026-06-27,P0226,W04,S010,2,83.21,Delivered,Standard,2026-07-01,2026-06-30
O074613,2026-06-27,P0274,W15,S038,1,95.95,Delivered,Standard,2026-07-01,2026-06-30
O074614,2026-06-27,P0354,W09,S039,3,287.69,Delivered,Express,2026-07-01,2026-06-29
O074615,2026-06-27,P0234,W15,S025,4,171.91,Delivered,Standard,2026-07-03,2026-07-03
O074616,2026-06-27,P0243,W01,S029,4,88.48,Delivered,Standard,2026-07-02,2026-07-02
O074617,2026-06-27,P0079,W01,S036,4,175.06,Delivered,Standard,2026-07-04,2026-07-03
O074618,2026-06-27,P0350,W02,S009,1,88.1,Delivered,Express,2026-06-30,2026-06-29
O074619,2026-06-27,P0058,W14,S039,1,243.06,Delivered,Standard,2026-07-03,2026-07-03
O074620,2026-06-27,P0260,W02,S033,1,277.6,Delivered,Express,2026-06-29,2026-06-28
O074621,2026-06-27,P0360,W14,S004,6,104.24,Delivered,Standard,2026-07-02,2026-07-01
O074622,2026-06-27,P0278,W02,S036,2,213.57,Delivered,Standard,2026-07-05,2026-07-04
O074623,2026-06-27,P0016,W13,S006,1,152.36,Delivered,Standard,2026-07-01,2026-06-30
O074624,2026-06-28,P0206,W07,S018,2,168.38,Delivered,Express,2026-07-02,2026-07-01
O074625,2026-06-28,P0180,W11,S012,2,186.45,Delivered,Standard,2026-07-03,2026-07-05
O074626,2026-06-28,P0377,W06,S034,3,174.67,Delivered,Standard,2026-07-02,2026-07-01
O074627,2026-06-28,P0342,W08,S027,2,132.06,Delivered,Standard,2026-07-03,2026-07-02
O074628,2026-06-28,P0028,W02,S034,1,78.33,Delivered,Express,2026-06-30,2026-06-29
O074629,2026-06-28,P0054,W15,S025,4,183.54,Delivered,Standard,2026-07-04,2026-07-02
O074630,2026-06-28,P0349,W07,S022,2,330.66,Delivered,Standard,2026-07-02,2026-07-01
O074631,2026-06-28,P0043,W10,S018,1,154.96,Delivered,Express,2026-07-02,2026-07-02
O074632,2026-06-28,P0201,W08,S002,6,147.09,Delivered,Express,2026-07-01,2026-07-01
O074633,2026-06-28,P0166,W03,S003,1,175.73,Delivered,Express,2026-06-30,2026-06-29
O074634,2026-06-28,P0273,W15,S026,3,69.65,Delivered,Same Day,2026-06-29,2026-06-29
O074635,2026-06-28,P0388,W05,S032,1,149.71,Delivered,Standard,2026-07-03,2026-07-11
O074636,2026-06-28,P0255,W10,S013,3,33.96,Delivered,Express,2026-07-02,2026-07-01
O074637,2026-06-28,P0259,W10,S039,3,264.07,Delivered,Standard,2026-07-02,2026-07-01
O074638,2026-06-28,P0249,W03,S011,9,81.92,Delivered,Express,2026-07-01,2026-07-01
O074639,2026-06-28,P0303,W01,S016,4,195.24,Delivered,Standard,2026-07-05,2026-07-04
O074640,2026-06-28,P0198,W08,S011,2,61.58,Delivered,Standard,2026-07-05,2026-07-05
O074641,2026-06-28,P0146,W07,S032,3,91.59,Delivered,Standard,2026-07-05,2026-07-04
O074642,2026-06-28,P0166,W05,S038,3,175.73,Delivered,Standard,2026-07-06,2026-07-06
O074643,2026-06-28,P0182,W11,S003,4,25.32,Delivered,Standard,2026-07-05,2026-07-05
O074644,2026-06-28,P0325,W14,S007,1,168.81,Delivered,Standard,2026-07-05,2026-07-03
O074645,2026-06-28,P0123,W08,S029,5,240.85,Delivered,Standard,2026-07-03,2026-07-02
O074646,2026-06-28,P0058,W11,S011,1,243.06,Delivered,Standard,2026-07-02,2026-06-30
O074647,2026-06-28,P0103,W09,S021,3,36.67,Delivered,Standard,2026-07-03,2026-07-10
O074648,2026-06-28,P0216,W05,S037,3,168.96,Delivered,Standard,2026-07-05,2026-07-08
O074649,2026-06-28,P0188,W15,S011,2,242.2,Delivered,Standard,2026-07-03,2026-07-02
O074650,2026-06-28,P0031,W01,S011,5,289.71,Delivered,Express,2026-07-02,2026-07-02
O074651,2026-06-28,P0209,W14,S026,2,32.32,Returned,Express,2026-06-30,2026-06-29
O074652,2026-06-28,P0281,W04,S027,1,302.82,Delivered,Standard,2026-07-05,2026-07-05
O074653,2026-06-28,P0011,W14,S003,1,174.74,Delivered,Express,2026-07-02,2026-06-30
O074654,2026-06-28,P0342,W09,S003,1,132.06,Delivered,Express,2026-06-30,2026-06-30
O074655,2026-06-28,P0341,W13,S011,3,33.39,Delivered,Standard,2026-07-06,2026-07-05
O074656,2026-06-28,P0053,W02,S036,3,49.75,Delivered,Standard,2026-07-04,2026-07-03
O074657,2026-06-28,P0028,W01,S028,4,78.33,Delivered,Express,2026-06-30,2026-06-30
O074658,2026-06-28,P0328,W08,S004,3,180.64,Delivered,Express,2026-07-01,2026-07-01
O074659,2026-06-28,P0342,W12,S021,4,132.06,Delivered,Standard,2026-07-02,2026-06-30
O074660,2026-06-28,P0378,W02,S014,1,13.5,Delivered,Standard,2026-07-02,2026-07-02
O074661,2026-06-28,P0216,W07,S016,3,168.96,Delivered,Express,2026-07-01,2026-06-30
O074662,2026-06-28,P0320,W15,S025,5,195.89,Delivered,Standard,2026-07-06,2026-07-04
O074663,2026-06-28,P0390,W07,S039,2,269.13,Delivered,Express,2026-06-30,2026-07-02
O074664,2026-06-28,P0121,W01,S020,4,25.96,Delivered,Express,2026-07-01,2026-06-30
O074665,2026-06-28,P0258,W13,S025,2,318.65,Delivered,Standard,2026-07-06,2026-07-04
O074666,2026-06-28,P0393,W10,S022,2,111.91,Delivered,Same Day,2026-06-29,2026-06-29
O074667,2026-06-28,P0325,W15,S008,1,168.81,Delivered,Standard,2026-07-03,2026-07-05
O074668,2026-06-28,P0179,W07,S012,3,84.97,Delivered,Standard,2026-07-02,2026-06-30
O074669,2026-06-28,P0028,W08,S026,2,78.33,Delivered,Express,2026-07-02,2026-07-08
O074670,2026-06-28,P0058,W11,S035,4,243.06,Delivered,Standard,2026-07-06,2026-07-06
O074671,2026-06-28,P0236,W06,S002,3,326.7,Delivered,Express,2026-06-30,2026-06-29
O074672,2026-06-28,P0327,W11,S006,2,189.67,Delivered,Express,2026-07-02,2026-07-02
O074673,2026-06-28,P0171,W15,S011,2,222.45,Delivered,Express,2026-06-30,2026-06-30
O074674,2026-06-28,P0368,W11,S022,3,266.82,Delivered,Express,2026-06-30,2026-06-30
O074675,2026-06-28,P0363,W14,S014,4,165.26,Delivered,Express,2026-07-02,2026-07-01
O074676,2026-06-28,P0243,W13,S031,2,88.48,Delivered,Express,2026-07-02,2026-07-02
O074677,2026-06-28,P0152,W06,S026,1,338.06,Delivered,Express,2026-07-01,2026-06-29
O074678,2026-06-28,P0193,W01,S036,1,225.8,Delivered,Standard,2026-07-02,2026-06-30
O074679,2026-06-28,P0074,W05,S018,5,245.47,Delivered,Standard,2026-07-03,2026-07-01
O074680,2026-06-28,P0391,W08,S019,3,229.02,Delivered,Express,2026-06-30,2026-06-30
O074681,2026-06-28,P0038,W02,S020,4,4.81,Delivered,Standard,2026-07-02,2026-06-30
O074682,2026-06-28,P0048,W15,S003,1,286.46,Delivered,Express,2026-06-30,2026-06-30
O074683,2026-06-28,P0338,W04,S030,2,210.59,Delivered,Standard,2026-07-02,2026-06-30
O074684,2026-06-28,P0081,W02,S037,1,137.5,Delivered,Standard,2026-07-05,2026-07-05
O074685,2026-06-28,P0094,W02,S016,2,153.08,Delivered,Standard,2026-07-06,2026-07-06
O074686,2026-06-28,P0305,W10,S014,1,144.32,Delivered,Standard,2026-07-06,2026-07-05
O074687,2026-06-28,P0034,W03,S020,4,284.6,Delivered,Standard,2026-07-02,2026-06-30
O074688,2026-06-28,P0080,W02,S020,5,206.58,Delivered,Same Day,2026-06-29,2026-06-29
O074689,2026-06-28,P0387,W06,S039,1,25.79,Delivered,Standard,2026-07-03,2026-07-01
O074690,2026-06-28,P0258,W07,S023,4,318.65,Delivered,Standard,2026-07-03,2026-07-01
O074691,2026-06-28,P0355,W03,S011,3,215.24,Delivered,Standard,2026-07-03,2026-07-03
O074692,2026-06-28,P0399,W13,S012,1,222.81,Delivered,Standard,2026-07-02,2026-07-02
O074693,2026-06-28,P0200,W06,S039,2,45.55,Delivered,Standard,2026-07-05,2026-07-05
O074694,2026-06-28,P0344,W12,S024,1,360.6,Delivered,Express,2026-07-02,2026-07-02
O074695,2026-06-28,P0032,W08,S036,2,257.01,Delivered,Express,2026-07-02,2026-07-01
O074696,2026-06-28,P0360,W07,S001,3,104.24,Delivered,Standard,2026-07-03,2026-07-02
O074697,2026-06-28,P0322,W10,S011,4,210.53,Delivered,Standard,2026-07-06,2026-07-04
O074698,2026-06-28,P0011,W14,S027,3,174.74,Delivered,Express,2026-06-30,2026-06-29
O074699,2026-06-28,P0192,W03,S003,4,71.87,Delivered,Standard,2026-07-05,2026-07-07
O074700,2026-06-28,P0315,W10,S026,1,260.04,Cancelled,Same Day,2026-06-29,
O074701,2026-06-28,P0057,W07,S006,1,76.37,Delivered,Express,2026-06-30,2026-06-30
O074702,2026-06-28,P0298,W14,S039,1,185.4,Returned,Standard,2026-07-03,2026-07-01
O074703,2026-06-28,P0029,W13,S008,1,7.23,Returned,Standard,2026-07-02,2026-06-30
O074704,2026-06-28,P0193,W11,S028,4,225.8,Delivered,Standard,2026-07-04,2026-07-03
O074705,2026-06-28,P0132,W10,S037,3,54.02,Delivered,Express,2026-06-30,2026-06-30
O074706,2026-06-28,P0013,W09,S022,5,276.24,Delivered,Standard,2026-07-03,2026-07-03
O074707,2026-06-28,P0261,W12,S024,1,182.89,Delivered,Standard,2026-07-02,2026-07-01
O074708,2026-06-28,P0296,W15,S003,3,140.66,Delivered,Express,2026-06-30,2026-06-30
O074709,2026-06-28,P0200,W05,S027,3,45.55,Delivered,Express,2026-07-02,2026-07-01
O074710,2026-06-28,P0250,W07,S034,5,354.95,Delivered,Express,2026-07-01,2026-07-09
O074711,2026-06-28,P0161,W11,S002,2,51.09,Delivered,Express,2026-07-02,2026-06-30
O074712,2026-06-28,P0320,W02,S031,7,195.89,Delivered,Express,2026-07-01,2026-07-07
O074713,2026-06-28,P0299,W11,S003,2,17.56,Delivered,Express,2026-07-02,2026-07-02
O074714,2026-06-28,P0101,W13,S040,3,166.71,Delivered,Standard,2026-07-03,2026-07-02
O074715,2026-06-28,P0396,W15,S038,2,93.52,Delivered,Standard,2026-07-04,2026-07-03
O074716,2026-06-28,P0329,W13,S022,1,253.87,Delivered,Express,2026-06-30,2026-06-29
O074717,2026-06-28,P0020,W04,S017,2,42.29,Delivered,Standard,2026-07-04,2026-07-08
O074718,2026-06-28,P0133,W06,S026,5,170.61,Delivered,Express,2026-06-30,2026-06-29
O074719,2026-06-28,P0233,W01,S025,1,250.14,Delivered,Standard,2026-07-03,2026-07-01
O074720,2026-06-28,P0173,W14,S030,8,393.74,Delivered,Standard,2026-07-06,2026-07-05
O074721,2026-06-28,P0349,W11,S007,5,330.66,Delivered,Express,2026-07-01,2026-07-05
O074722,2026-06-28,P0235,W04,S026,2,250.51,Delivered,Standard,2026-07-03,2026-07-04
O074723,2026-06-28,P0267,W13,S004,6,42.03,Delivered,Standard,2026-07-05,2026-07-04
O074724,2026-06-28,P0019,W03,S002,1,211.02,Returned,Standard,2026-07-04,2026-07-04
